time (s),altitude (km),velocity (km / s)
10920,31170.609467824746,2.4355908716975154
10930,31186.75428667949,2.433756351637777
10940,31202.88019551718,2.4319241574256676
10950,31218.987206683036,2.4300942854547443
10960,31235.07533249681,2.4282667321323954
10970,31251.14458525292,2.426441493879796
10980,31267.19497722041,2.424618567131857
10990,31283.226520643067,2.422797948337178
11000,31299.23922773949,2.4209796339579985
11010,31315.233110703106,2.4191636204701505
11020,31331.208181702263,2.417349904363012
11030,31347.164452880257,2.4155384821394565
11040,31363.101936355422,2.4137293503158106
11050,31379.02064422115,2.411922505421803
11060,31394.920588545996,2.4101179440005214
11070,31410.801781373673,2.408315662608361
11080,31426.664234723183,2.406515657814985
11090,31442.50796058881,2.404717926203273
11100,31458.332970940202,2.4029224643692784
11110,31474.139277722417,2.401129268922182
11120,31489.926892856005,2.3993383364842464
11130,31505.695828237032,2.3975496636907714
11140,31521.446095737163,2.3957632471900485
11150,31537.177707203693,2.393979083643317
11160,31552.89067445961,2.3921971697247195
11170,31568.58500930367,2.390417502121257
11180,31584.260723510422,2.388640077532745
11190,31599.91782883028,2.3868648926717713
11200,31615.556336989568,2.38509194426365
11210,31631.176259690605,2.3833212290463788
11220,31646.7776086117,2.381552743770598
11230,31662.360395407253,2.3797864851995443
11240,31677.92463170782,2.3780224501090097
11250,31693.470329120122,2.3762606352872995
11260,31708.99749922711,2.3745010375351887
11270,31724.50615358806,2.37274365366588
11280,31739.996303738568,2.370988480504962
11290,31755.46796119064,2.3692355148903688
11300,31770.921137432742,2.367484753672336
11310,31786.35584392983,2.3657361937133596
11320,31801.772092123443,2.3639898318881594
11330,31817.169893431717,2.3622456650836297
11340,31832.54925924945,2.3605036901988066
11350,31847.910200948158,2.3587639041448223
11360,31863.25272987612,2.3570263038448664
11370,31878.576857358465,2.3552908862341466
11380,31893.88259469715,2.3535576482598466
11390,31909.16995317109,2.351826586881088
11400,31924.438944036156,2.350097699068889
11410,31939.68957852525,2.3483709818061262
11420,31954.921867848345,2.346646432087496
11430,31970.135823192577,2.344924046919473
11440,31985.331455722197,2.3432038233202737
11450,32000.50877657876,2.3414857583198163
11460,32015.66779688104,2.339769848959681
11470,32030.808527725174,2.3380560922930753
11480,32045.93098018467,2.3363444853847914
11490,32061.035165310466,2.3346350253111714
11500,32076.12109413099,2.3329277091600686
11510,32091.188777652198,2.3312225340308084
11520,32106.23822685762,2.3295194970341515
11530,32121.269452708417,2.327818595292259
11540,32136.282466143435,2.3261198259386524
11550,32151.277278079237,2.324423186118176
11560,32166.253899410185,2.3227286729869623
11570,32181.212341008424,2.321036283712395
11580,32196.152613724036,2.3193460154730707
11590,32211.07472838497,2.3176578654587656
11600,32225.97869579719,2.3159718308703967
11610,32240.864526744634,2.3142879089199857
11620,32255.73223198935,2.3126060968306263
11630,32270.58182227148,2.310926391836445
11640,32285.413308309347,2.309248791182566
11650,32300.226700799474,2.307573292125079
11660,32315.022010416636,2.3058998919310008
11670,32329.79924781392,2.3042285878782414
11680,32344.55842362278,2.3025593772555695
11690,32359.299548453062,2.3008922573625767
11700,32374.02263289305,2.299227225509643
11710,32388.72768750954,2.2975642790179056
11720,32403.41472284787,2.2959034152192186
11730,32418.08374943195,2.2942446314561256
11740,32432.73477776433,2.2925879250818197
11750,32447.367818326253,2.290933293460115
11760,32461.98288157768,2.2892807339654095
11770,32476.579977957335,2.287630243982652
11780,32491.15911788278,2.2859818209073106
11790,32505.720311750432,2.2843354621453376
11800,32520.263569935618,2.2826911651131376
11810,32534.788902792636,2.2810489272375336
11820,32549.296320654765,2.2794087459557364
11830,32563.78583383433,2.2777706187153086
11840,32578.257452622754,2.2761345429741353
11850,32592.711187290617,2.2745005162003906
11860,32607.147048087645,2.2728685358725045
11870,32621.56504524281,2.271238599479132
11880,32635.965188964343,2.269610704519122
11890,32650.347489439802,2.267984848501483
11900,32664.7119568361,2.266361028945355
11910,32679.058601299555,2.264739243379974
11920,32693.38743295592,2.2631194893446445
11930,32707.69846191044,2.2615017643887056
11940,32721.99169824792,2.2598860660715014
11950,32736.26715203272,2.2582723919623495
11960,32750.524833308824,2.2566607396405107
11970,32764.764752099887,2.255051106695157
11980,32778.986918409275,2.2534434907253442
11990,32793.19134222009,2.2518378893399773
12000,32807.378033495246,2.2502343001577834
12010,32821.54700217748,2.2486327208072816
12020,32835.698258189426,2.24703314892675
12030,32849.83181143362,2.245435582164199
12040,32863.94767179257,2.243840018177341
12050,32878.04584912881,2.24224645463356
12060,32892.1263532849,2.2406548892098814
12070,32906.18919408349,2.239065319592945
12080,32920.23438132738,2.237477743478974
12090,32934.261924799524,2.235892158573747
12100,32948.271834263134,2.2343085625925667
12110,32962.26411946163,2.2327269532602347
12120,32976.23879011876,2.231147328311021
12130,32990.19585593861,2.229569685488634
12140,33004.135326605654,2.2279940225461936
12150,33018.05721178476,2.226420337246204
12160,33031.9615211213,2.2248486273605224
12170,33045.84826424114,2.223278890670334
12180,33059.717450750664,2.2217111249661214
12190,33073.56909023687,2.220145328047639
12200,33087.4031922674,2.2185814977238842
12210,33101.2197663905,2.2170196318130686
12220,33115.0188221352,2.2154597281425925
12230,33128.800369011224,2.2139017845490176
12240,33142.56441650911,2.2123457988780375
12250,33156.310974100204,2.210791768984452
12260,33170.040051236734,2.2092396927321403
12270,33183.75165735184,2.2076895679940334
12280,33197.44580185959,2.2061413926520883
12290,33211.12249415505,2.2045951645972592
12300,33224.781743614316,2.203050881729473
12310,33238.423559594536,2.2015085419576024
12320,33252.04795143396,2.199968143199438
12330,33265.65492845201,2.198429683381664
12340,33279.244499949236,2.1968931604398314
12350,33292.81667520746,2.1953585723183315
12360,33306.37146348973,2.19382591697037
12370,33319.908874040404,2.1922951923579417
12380,33333.42891608518,2.1907663964518043
12390,33346.93159883111,2.189239527231453
12400,33360.41693146667,2.1877145826850946
12410,33373.88492316181,2.1861915608096227
12420,33387.33558306791,2.184670459610592
12430,33400.76892031792,2.1831512771021937
12440,33414.18494402635,2.181634011307229
12450,33427.5836632893,2.1801186602570852
12460,33440.96508718451,2.1786052219917105
12470,33454.32922477139,2.17709369455959
12480,33467.67608509108,2.1755840760177194
12490,33481.00567716645,2.1740763644315817
12500,33494.31801000217,2.172570557875122
12510,33507.61309258473,2.171066654430723
12520,33520.89093388249,2.169564652189183
12530,33534.15154284568,2.168064549249687
12540,33547.39492840649,2.1665663437197864
12550,33560.62109947908,2.165070033715375
12560,33573.83006495959,2.1635756173606633
12570,33587.02183372625,2.162083092788154
12580,33600.196414639315,2.160592458138622
12590,33613.35381654119,2.159103711561087
12600,33626.49404825643,2.157616851212792
12610,33639.61711859176,2.156131875259178
12620,33652.72303633615,2.1546487818738633
12630,33665.81181026081,2.153167569238619
12640,33678.88344911926,2.151688235543345
12650,33691.93796164732,2.1502107789860467
12660,33704.975356563205,2.1487351977728144
12670,33717.99564256753,2.1472614901177978
12680,33730.99882834333,2.145789654243186
12690,33743.984922556105,2.1443196883791806
12700,33756.95393385388,2.1428515907639776
12710,33769.90587086721,2.1413853596437415
12720,33782.840742209206,2.1399209932725847
12730,33795.75855647563,2.138458489912545
12740,33808.65932224486,2.1369978478335625
12750,33821.54304807795,2.135539065313457
12760,33834.40974251868,2.1340821406379074
12770,33847.25941409356,2.1326270721004295
12780,33860.0920713119,2.1311738580023523
12790,33872.907722665805,2.1297224966527986
12800,33885.70637663025,2.1282729863686614
12810,33898.48804166307,2.126825325474582
12820,33911.252726205035,2.1253795123029313
12830,33924.000438679854,2.123935545193783
12840,33936.73118749421,2.1224934224948986
12850,33949.44498103783,2.1210531425617005
12860,33962.141827683474,2.1196147037572537
12870,33974.82173578697,2.118178104452244
12880,33987.4847136873,2.1167433430249565
12890,34000.13076970656,2.1153104178612545
12900,34012.759912150046,2.1138793273545593
12910,34025.37214930626,2.1124500699058286
12920,34037.967489446964,2.1110226439235356
12930,34050.545940827185,2.109597047823649
12940,34063.10751168528,2.1081732800296114
12950,34075.65221024293,2.1067513389723205
12960,34088.180044705216,2.105331223090105
12970,34100.69102326061,2.103912930828709
12980,34113.185154081046,2.1024964606412673
12990,34125.66244532191,2.1010818109882874
13000,34138.12290512211,2.0996689803376287
13010,34150.56654160408,2.0982579671644834
13020,34162.99336287384,2.096848769951355
13030,34175.40337702101,2.0954413871880377
13040,34187.796592118815,2.094035817371599
13050,34200.17301622417,2.0926320590063585
13060,34212.5326573777,2.0912301106038664
13070,34224.87552360372,2.089829970682888
13080,34237.20162291032,2.088431637769379
13090,34249.51096328939,2.08703511039647
13100,34261.80355271662,2.085640387104445
13110,34274.07939915159,2.0842474664407233
13120,34286.33851053771,2.082856346959838
13130,34298.58089480235,2.0814670272234177
13140,34310.806559856785,2.0800795058001693
13150,34323.0155135963,2.078693781265856
13160,34335.207763900165,2.0773098522032796
13170,34347.38331863169,2.0759277172022608
13180,34359.54218563826,2.074547374859621
13190,34371.684372751326,2.073168823779163
13200,34383.8098877865,2.071792062571652
13210,34395.91873854353,2.0704170898547978
13220,34408.01093280637,2.0690439042532343
13230,34420.08647834317,2.067672504398503
13240,34432.14538290633,2.0663028889290316
13250,34444.18765423254,2.06493505649012
13260,34456.21330004277,2.063569005733916
13270,34468.22232804236,2.062204735319403
13280,34480.21474592099,2.060842243912376
13290,34492.19056135273,2.059481530185429
13300,34504.149781996086,2.0581225928179303
13310,34516.092415494015,2.0567654304960112
13320,34528.01846947396,2.0554100419125425
13330,34539.927951547856,2.05405642576712
13340,34551.82086931219,2.0527045807660436
13350,34563.69723034803,2.0513545056223026
13360,34575.557042221015,2.0500061990555554
13370,34587.40031248143,2.0486596597921123
13380,34599.227048664216,2.04731488656492
13390,34611.03725828898,2.0459718781135376
13400,34622.83094886006,2.044630633184129
13410,34634.6081278665,2.043291150529435
13420,34646.36880278215,2.0419534289087626
13430,34658.11298106565,2.0406174670879667
13440,34669.840670160454,2.0392832638394283
13450,34681.551877494865,2.037950817942043
13460,34693.24661048209,2.0366201281812004
13470,34704.924876520214,2.0352911933487667
13480,34716.586682992274,2.0339640122430698
13490,34728.232037266265,2.0326385836688794
13500,34739.860946695204,2.031314906437393
13510,34751.47341861707,2.029992979366216
13520,34763.06946035494,2.0286728012793467
13530,34774.64907921695,2.027354371007158
13540,34786.212282496315,2.026037687386382
13550,34797.75907747142,2.024722749260092
13560,34809.28947140576,2.023409555477687
13570,34820.80347154805,2.0220981048948725
13580,34832.3010851322,2.0207883963736477
13590,34843.78231937736,2.019480428782286
13600,34855.24718148794,2.0181742009953187
13610,34866.69567865364,2.01686971189352
13620,34878.127818049485,2.0155669603638895
13630,34889.54360683584,2.014265945299635
13640,34900.943052158436,2.012966665600159
13650,34912.32616114841,2.0116691201710384
13660,34923.692940922316,2.0103733079240125
13670,34935.04339858216,2.0090792277769625
13680,34946.377541215414,2.0077868786539
13690,34957.69537589508,2.0064962594849463
13700,34968.99690967965,2.0052073692063197
13710,34980.2821496132,2.0039202067603177
13720,34991.55110272539,2.0026347710953023
13730,35002.80377603145,2.001351061165683
13740,35014.040176532275,2.0000690759319006
13750,35025.260311214406,1.9987888143604138
13760,35036.46418705008,1.99751027542368
13770,35047.65181099721,1.9962334581001424
13780,35058.82318999948,1.9949583613742128
13790,35069.9783309863,1.9936849842362565
13800,35081.1172408729,1.992413325682576
13810,35092.23992656031,1.9911433847153972
13820,35103.34639493537,1.9898751603428515
13830,35114.43665287081,1.9886086515789616
13840,35125.510707225236,1.9873438574436264
13850,35136.56856484317,1.9860807769626048
13860,35147.61023255506,1.9848194091675009
13870,35158.63571717732,1.9835597530957485
13880,35169.64502551235,1.9823018077905958
13890,35180.63816434855,1.98104557230109
13900,35191.61514046038,1.9797910456820624
13910,35202.57596060833,1.9785382269941134
13920,35213.520631538995,1.9772871153035965
13930,35224.449159985066,1.9760377096826043
13940,35235.36155266537,1.9747900092089532
13950,35246.257816284895,1.9735440129661683
13960,35257.1379575348,1.9722997200434673
13970,35268.00198309246,1.9710571295357486
13980,35278.84989962146,1.9698162405435726
13990,35289.68171377168,1.96857705217315
14000,35300.49743217923,1.967339563536325
14010,35311.297061466554,1.9661037737505622
14020,35322.0806082424,1.9648696819389297
14030,35332.84807910188,1.963637287230087
14040,35343.59948062648,1.9624065887582676
14050,35354.33481938404,1.9611775856632674
14060,35365.05410192889,1.9599502770904274
14070,35375.75733480173,1.9587246621906202
14080,35386.44452452979,1.9575007401202362
14090,35397.11567762675,1.9562785100411686
14100,35407.770800592814,1.9550579711207978
14110,35418.409899914725,1.953839122531979
14120,35429.03298206577,1.9526219634530262
14130,35439.64005350585,1.9514064930676986
14140,35450.23112068145,1.9501927105651868
14150,35460.80619002566,1.9489806151400975
14160,35471.36526795827,1.9477702059924393
14170,35481.9083608857,1.9465614823276094
14180,35492.435475201106,1.9453544433563783
14190,35502.94661728434,1.9441490882948773
14200,35513.44179350199,1.9429454163645823
14210,35523.921010207414,1.9417434267923008
14220,35534.384273740776,1.9405431188101583
14230,35544.83159042902,1.9393444916555838
14240,35555.26296658594,1.9381475445712948
14250,35565.678408512176,1.9369522768052854
14260,35576.07792249525,1.935758687610811
14270,35586.46151480957,1.9345667762463743
14280,35596.82919171648,1.9333765419757123
14290,35607.18095946427,1.9321879840677818
14300,35617.51682428817,1.9310011017967457
14310,35627.83679241041,1.9298158944419588
14320,35638.140870040224,1.9286323612879557
14330,35648.42906337389,1.9274505016244348
14340,35658.70137859472,1.9262703147462463
14350,35668.957821873104,1.9250917999533776
14360,35679.198399366534,1.9239149565509406
14370,35689.42311721961,1.9227397838491564
14380,35699.63198156407,1.9215662811633436
14390,35709.824998518816,1.9203944478139037
14400,35720.00217418994,1.919224283126308
14410,35730.1635146707,1.9180557864310837
14420,35740.309026041614,1.9168889570638001
14430,35750.43871437044,1.915723794365057
14440,35760.55258571217,1.9145602976804679
14450,35770.65064610911,1.9133984663606507
14460,35780.732901590876,1.912238299761211
14470,35790.7993581744,1.91107979724273
14480,35800.85002186397,1.9099229581707515
14490,35810.88489865123,1.9087677819157685
14500,35820.903994515225,1.9076142678532084
14510,35830.907315422424,1.9064624153634224
14520,35840.89486732669,1.9053122238316706
14530,35850.86665616938,1.9041636926481087
14540,35860.822687879314,1.9030168212077747
14550,35870.76296837279,1.901871608910577
14560,35880.687503553614,1.9007280551612804
14570,35890.59629931315,1.8995861593694925
14580,35900.4893615303,1.8984459209496514
14590,35910.36669607155,1.897307339321013
14600,35920.228308790975,1.8961704139076359
14610,35930.07420553027,1.895035144138371
14620,35939.904392118755,1.8939015294468469
14630,35949.718874373415,1.8927695692714572
14640,35959.5176580989,1.8916392630553478
14650,35969.30074908757,1.8905106102464033
14660,35979.06815311947,1.8893836102972352
14670,35988.819875962414,1.8882582626651676
14680,35998.55592337195,1.8871345668122257
14690,36008.27630109139,1.886012522205122
14700,36017.981014851866,1.8848921283152436
14710,36027.6700703723,1.8837733846186393
14720,36037.34347335946,1.8826562905960078
14730,36047.001229507965,1.8815408457326834
14740,36056.64334450028,1.8804270495186244
14750,36066.269824006784,1.879314901448399
14760,36075.88067368578,1.8782044010211747
14770,36085.47589918346,1.8770955477407034
14780,36095.05550613399,1.8759883411153098
14790,36104.61950015949,1.8748827806578787
14800,36114.16788687007,1.8737788658858427
14810,36123.700671863866,1.8726765963211678
14820,36133.21786072698,1.8715759714903433
14830,36142.71945903362,1.8704769909243666
14840,36152.20547234603,1.8693796541587333
14850,36161.67590621453,1.8682839607334225
14860,36171.13076617753,1.8671899101928844
14870,36180.57005776158,1.8660975020860298
14880,36189.99378648136,1.8650067359662148
14890,36199.401957839684,1.86391761139123
14900,36208.794577327564,1.8628301279232875
14910,36218.171650424185,1.861744285129009
14920,36227.533182596955,1.860660082579412
14930,36236.87917930151,1.8595775198498985
14940,36246.209645981726,1.8584965965202427
14950,36255.52458806973,1.8574173121745774
14960,36264.82401098596,1.856339666401383
14970,36274.107920139155,1.8552636587934734
14980,36283.37632092633,1.854189288947986
14990,36292.62921873289,1.8531165564663663
15000,36301.86661893255,1.8520454609543588
15010,36311.08852688744,1.8509760020219923
15020,36320.294947948045,1.849908179283568
15030,36329.48588745327,1.8488419923576482
15040,36338.661350730465,1.8477774408670429
15050,36347.8213430954,1.846714524438798
15060,36356.965869852305,1.8456532427041825
15070,36366.09493629391,1.8445935952986778
15080,36375.20854770144,1.8435355818619632
15090,36384.30670934461,1.8424792020379053
15100,36393.38942648168,1.841424455474545
15110,36402.456704359465,1.8403713418240861
15120,36411.50854821334,1.8393198607428816
15130,36420.544963267275,1.838270011891423
15140,36429.56595473382,1.837221794934328
15150,36438.57152781415,1.836175209540327
15160,36447.5616876981,1.835130255382252
15170,36456.53643956412,1.8340869321370243
15180,36465.49578857936,1.833045239485643
15190,36474.43973989964,1.8320051771131707
15200,36483.36829866948,1.8309667447087246
15210,36492.28147002213,1.8299299419654609
15220,36501.17925907957,1.828894768580566
15230,36510.06167095254,1.827861224255242
15240,36518.92871074056,1.8268293086946952
15250,36527.78038353192,1.825799021608125
15260,36536.616694403725,1.8247703627087106
15270,36545.43764842189,1.8237433317135998
15280,36554.24325064117,1.8227179283438963
15290,36563.03350610519,1.8216941523246486
15300,36571.80841984642,1.8206720033848363
15310,36580.567996886246,1.8196514812573596
15320,36589.312242234926,1.8186325856790273
15330,36598.04116089166,1.8176153163905433
15340,36606.75475784458,1.8165996731364968
15350,36615.45303807076,1.815585655665348
15360,36624.136006536246,1.8145732637294174
15370,36632.80366819607,1.813562497084874
15380,36641.45602799429,1.8125533554917233
15390,36650.09309086391,1.8115458387137935
15400,36658.71486172706,1.8105399465187269
15410,36667.32134549484,1.8095356786779646
15420,36675.912547067455,1.8085330349667366
15430,36684.488471334174,1.8075320151640495
15440,36693.04912317338,1.806532619052674
15450,36701.594507452544,1.8055348464191339
15460,36710.12462902829,1.8045386970536927
15470,36718.63949274635,1.8035441707503435
15480,36727.13910344166,1.8025512673067954
15490,36735.62346593828,1.801559986524463
15500,36744.09258504952,1.8005703282084533
15510,36752.546465577834,1.799582292167555
15520,36760.98511231494,1.7985958782142257
15530,36769.40853004177,1.7976110861645802
15540,36777.81672352854,1.796627915838379
15550,36786.20969753468,1.7956463670590161
15560,36794.58745680892,1.7946664396535068
15570,36802.95000608933,1.7936881334524768
15580,36811.297350103254,1.7927114482901496
15590,36819.62949356736,1.7917363840043339
15600,36827.946441187676,1.7907629404364143
15610,36836.24819765957,1.7897911174313366
15620,36844.53476766783,1.7888209148375973
15630,36852.80615588655,1.787852332507232
15640,36861.062366979306,1.7868853702958025
15650,36869.30340559904,1.7859200280623868
15660,36877.529276388166,1.7849563056695648
15670,36885.739983978514,1.7839942029834086
15680,36893.93553299139,1.7830337198734691
15690,36902.11592803757,1.7820748562127662
15700,36910.28117371734,1.7811176118777738
15710,36918.43127462046,1.7801619867484115
15720,36926.566235326245,1.7792079807080305
15730,36934.68606040352,1.7782555936434026
15740,36942.79075441068,1.7773048254447077
15750,36950.88032189565,1.776355676005523
15760,36958.95476739599,1.7754081452228105
15770,36967.01409543879,1.7744622329969062
15780,36975.0583105408,1.773517939231506
15790,36983.08741720836,1.7725752638336565
15800,36991.101419937455,1.7716342067137414
15810,36999.10032321373,1.7706947677854712
15820,37007.08413151246,1.7697569469658696
15830,37015.052849298656,1.7688207441752632
15840,37023.00648102697,1.7678861593372694
15850,37030.94503114178,1.766953192378784
15860,37038.868504077174,1.7660218432299692
15870,37046.77690425701,1.765092111824244
15880,37054.67023609484,1.7641639980982693
15890,37062.548503994025,1.7632375019919382
15900,37070.411712347675,1.7623126234483637
15910,37078.2598655387,1.7613893624138663
15920,37086.09296793982,1.7604677188379632
15930,37093.91102391355,1.7595476926733555
15940,37101.71403781226,1.7586292838759177
15950,37109.50201397814,1.7577124924046845
15960,37117.27495674327,1.7567973182218397
15970,37125.032870429575,1.7558837612927045
15980,37132.775759348886,1.7549718215857253
15990,37140.503627802915,1.7540614990724623
16000,37148.21648008328,1.7531527937275777
16010,37155.91432047156,1.7522457055288236
16020,37163.59715323923,1.7513402344570301
16030,37171.26498264775,1.7504363804960943
16040,37178.91781294853,1.7495341436329674
16050,37186.55564838296,1.7486335238576436
16060,37194.17849318242,1.747734521163148
16070,37201.7863515683,1.7468371355455259
16080,37209.37922775201,1.7459413670038284
16090,37216.95712593498,1.7450472155401033
16100,37224.5200503087,1.7441546811593822
16110,37232.068005054716,1.7432637638696686
16120,37239.60099434462,1.7423744636819258
16130,37247.1190223401,1.7414867806100658
16140,37254.62209319296,1.740600714670937
16150,37262.11021104509,1.7397162658843133
16160,37269.58338002852,1.7388334342728802
16170,37277.04160426539,1.7379522198622257
16180,37284.484887868,1.7370726226808255
16190,37291.91323493881,1.7361946427600345
16200,37299.32664957047,1.735318280134072
16210,37306.72513584577,1.7344435348400118
16220,37314.10869783776,1.7335704069177693
16230,37321.477339609635,1.7326988964100898
16240,37328.83106521485,1.7318290033625372
16250,37336.1698786971,1.7309607278234822
16260,37343.49378409031,1.7300940698440894
16270,37350.80278541866,1.729229029478307
16280,37358.096886696636,1.7283656067828534
16290,37365.37609192897,1.7275038018172062
16300,37372.64040511072,1.7266436146435904
16310,37379.88983022722,1.7257850453269665
16320,37387.12437125416,1.724928093935018
16330,37394.344032157554,1.7240727605381403
16340,37401.548816893745,1.7232190452094287
16350,37408.73872940946,1.7223669480246664
16360,37415.91377364176,1.7215164690623124
16370,37423.07395351814,1.72066760840349
16380,37430.219272956434,1.7198203661319742
16390,37437.349735864926,1.7189747423341815
16400,37444.46534614227,1.7181307370991563
16410,37451.56610767761,1.717288350518559
16420,37458.652024350486,1.7164475826866559
16430,37465.723100030904,1.715608433700305
16440,37472.77933857933,1.7147709036589462
16450,37479.82074384672,1.7139349926645875
16460,37486.84731967452,1.7131007008217944
16470,37493.85906989465,1.712268028237678
16480,37500.855998329556,1.711436975021882
16490,37507.83810879223,1.7106075412865718
16500,37514.805405086176,1.709779727146422
16510,37521.757891005436,1.7089535327186047
16520,37528.69557033463,1.7081289581227783
16530,37535.618446848945,1.7073060034810734
16540,37542.52652431413,1.706484668918084
16550,37549.419806486556,1.7056649545608518
16560,37556.29829711316,1.704846860538858
16570,37563.16199993154,1.7040303869840092
16580,37570.01091866986,1.7032155340306256
16590,37576.845057046994,1.7024023018154297
16600,37583.664418772416,1.701590690477533
16610,37590.469007546264,1.7007807001584265
16620,37597.258827059355,1.6999723310019659
16630,37604.0338809932,1.6991655831543613
16640,37610.79417301997,1.6983604567641652
16650,37617.53970680258,1.69755695198226
16660,37624.270485994624,1.6967550689618458
16670,37630.98651424045,1.6959548078584292
16680,37637.68779517513,1.6951561688298107
16690,37644.37433242448,1.6943591520360728
16700,37651.04612960509,1.6935637576395681
16710,37657.703190324304,1.6927699858049072
16720,37664.345518180264,1.691977836698947
16730,37670.97311676188,1.691187310490778
16740,37677.585989648884,1.6903984073517127
16750,37684.184140411824,1.6896111274552736
16760,37690.76757261204,1.6888254709771815
16770,37697.336289801744,1.6880414380953426
16780,37703.89029552397,1.6872590289898368
16790,37710.42959331261,1.6864782438429058
16800,37716.954186692434,1.6856990828389415
16810,37723.46407917907,1.6849215461644733
16820,37729.95927427905,1.6841456340081553
16830,37736.43977548979,1.683371346560756
16840,37742.90558629961,1.6825986840151457
16850,37749.35671018777,1.6818276465662827
16860,37755.79315062446,1.6810582344112033
16870,37762.21491107077,1.6802904477490095
16880,37768.62199497876,1.6795242867808557
16890,37775.01440579147,1.6787597517099373
16900,37781.3921469429,1.6779968427414789
16910,37787.755221857995,1.6772355600827218
16920,37794.103633952735,1.6764759039429118
16930,37800.43738663407,1.6757178745332872
16940,37806.756483299985,1.6749614720670671
16950,37813.06092733946,1.674206696759439
16960,37819.35072213251,1.6734535488275455
16970,37825.62587105022,1.6727020284904748
16980,37831.8863774547,1.671952135969246
16990,37838.132244699096,1.6712038714867978
17000,37844.36347612767,1.6704572352679774
17010,37850.58007507574,1.669712227539527
17020,37856.78204486971,1.668968848530072
17030,37862.9693888271,1.668227098470109
17040,37869.14211025654,1.6674869775919936
17050,37875.30021245774,1.6667484861299287
17060,37881.443698721574,1.6660116243199505
17070,37887.57257233007,1.6652763923999196
17080,37893.686836556364,1.6645427906095054
17090,37899.786494664775,1.6638108191901755
17100,37905.87154991077,1.6630804783851845
17110,37911.942005541016,1.6623517684395597
17120,37917.997864793346,1.6616246896000901
17130,37924.03913089681,1.6608992421153144
17140,37930.06580707164,1.6601754262355077
17150,37936.077896529285,1.6594532422126709
17160,37942.07540247245,1.6587326903005168
17170,37948.05832809503,1.658013770754459
17180,37954.026676582194,1.6572964838315996
17190,37959.98045111034,1.656580829790716
17200,37965.91965484715,1.6558668088922504
17210,37971.844290951565,1.6551544213982954
17220,37977.7543625738,1.6544436675725842
17230,37983.64987285538,1.6537345476804755
17240,37989.530824929105,1.653027061988944
17250,37995.39722191908,1.6523212107665668
17260,38001.24906694076,1.6516169942835113
17270,38007.0863631009,1.6509144128115227
17280,38012.909113497575,1.6502134666239123
17290,38018.71732122023,1.6495141559955446
17300,38024.51098934968,1.648816481202826
17310,38030.290120958045,1.6481204425236915
17320,38036.05471910886,1.6474260402375924
17330,38041.804786857036,1.6467332746254852
17340,38047.54032724884,1.6460421459698187
17350,38053.261343321974,1.6453526545545207
17360,38058.96783810554,1.6446648006649873
17370,38064.65981462003,1.6439785845880701
17380,38070.33727587738,1.6432940066120634
17390,38076.00022488095,1.6426110670266922
17400,38081.64866462556,1.6419297661231
17410,38087.28259809745,1.6412501041938365
17420,38092.90202827434,1.640572081532846
17430,38098.50695812541,1.6398956984354527
17440,38104.0973906113,1.6392209551983514
17450,38109.67332868417,1.6385478521195935
17460,38115.234775287645,1.637876389498575
17470,38120.78173335685,1.6372065676360243
17480,38126.314205818446,1.6365383868339896
17490,38131.83219559058,1.6358718473958267
17500,38137.335705582926,1.6352069496261876
17510,38142.824738696734,1.6345436938310063
17520,38148.29929782475,1.633882080317488
17530,38153.7593858513,1.6332221093940964
17540,38159.20500565226,1.632563781370541
17550,38164.63616009506,1.6319070965577658
17560,38170.05285203874,1.6312520552679348
17570,38175.455084333895,1.6305986578144225
17580,38180.84285982271,1.6299469045117996
17590,38186.21618133901,1.629296795675821
17600,38191.57505170819,1.6286483316234142
17610,38196.91947374728,1.6280015126726661
17620,38202.24945026491,1.6273563391428112
17630,38207.56498406139,1.626712811354219
17640,38212.86607792863,1.626070929628382
17650,38218.15273465021,1.6254306942879029
17660,38223.424957001356,1.6247921056564822
17670,38228.682747748964,1.6241551640589071
17680,38233.92610965161,1.6235198698210371
17690,38239.15504545954,1.6228862232697936
17700,38244.369557914695,1.6222542247331464
17710,38249.56964975071,1.6216238745401013
17720,38254.75532369292,1.6209951730206884
17730,38259.9265824584,1.6203681205059504
17740,38265.0834287559,1.6197427173279284
17750,38270.22586528593,1.6191189638196506
17760,38275.353894740714,1.6184968603151202
17770,38280.46751980425,1.6178764071493028
17780,38285.56674315226,1.6172576046581135
17790,38290.65156745223,1.616640453178406
17800,38295.72199536342,1.6160249530479587
17810,38300.77802953685,1.615411104605463
17820,38305.81967261534,1.6147989081905119
17830,38310.84692723348,1.614188364143585
17840,38315.85979601766,1.61357947280604
17850,38320.858281586094,1.6129722345200967
17860,38325.84238654877,1.6123666496288276
17870,38330.81211350754,1.611762718476143
17880,38335.76746505604,1.6111604414067806
17890,38340.70844377975,1.610559818766293
17900,38345.63505225602,1.6099608509010344
17910,38350.54729305399,1.6093635381581481
17920,38355.445168734725,1.6087678808855563
17930,38360.3286818511,1.6081738794319458
17940,38365.197834947874,1.6075815341467552
17950,38370.052630561695,1.6069908453801656
17960,38374.89307122107,1.6064018134830849
17970,38379.719159446424,1.6058144388071376
17980,38384.530897750075,1.6052287217046521
17990,38389.32828863622,1.6046446625286472
18000,38394.11133460101,1.6040622616328215
